V (V), Freq (Hz), C (F), G (S)
2.1999999999999815,1000.0,8.525997e-11,4.22797e-08
2.2499999999999813,1000.0,8.424879e-11,4.984216e-08
2.299999999999981,1000.0,8.327092e-11,5.931333e-08
2.349999999999981,1000.0,8.242683e-11,7.025949e-08
2.399999999999981,1000.0,8.155329e-11,8.375128e-08
2.4499999999999806,1000.0,8.076041e-11,9.856244e-08
2.4999999999999805,1000.0,8.001002e-11,1.16159e-07
2.5499999999999803,1000.0,7.935426e-11,1.354077e-07
2.59999999999998,1000.0,7.864829e-11,1.579612e-07
2.64999999999998,1000.0,7.810613e-11,1.833543e-07
2.6999999999999797,1000.0,7.755718e-11,2.131327e-07
2.7499999999999796,1000.0,7.701793e-11,2.45735e-07
2.7999999999999794,1000.0,7.646155e-11,2.82549e-07
2.849999999999979,1000.0,7.611163e-11,3.236159e-07
2.899999999999979,1000.0,7.560351e-11,3.700014e-07
2.949999999999979,1000.0,7.531908e-11,4.213126e-07
2.9999999999999787,1000.0,7.490275e-11,4.794339e-07
2.949999999999979,1000.0,7.480804e-11,3.867405e-07
2.899999999999979,1000.0,7.480321e-11,3.161595e-07
2.849999999999979,1000.0,7.477266e-11,2.600032e-07
2.7999999999999794,1000.0,7.491791e-11,2.146999e-07
2.7499999999999796,1000.0,7.505577e-11,1.789669e-07
2.6999999999999797,1000.0,7.509679e-11,1.480508e-07
2.64999999999998,1000.0,7.530908e-11,1.225378e-07
2.59999999999998,1000.0,7.544542e-11,1.023228e-07
2.5499999999999803,1000.0,7.561444e-11,8.478705e-08
2.4999999999999805,1000.0,7.576796e-11,7.128246e-08
2.4499999999999806,1000.0,7.595226e-11,5.926851e-08
2.399999999999981,1000.0,7.617094e-11,4.970582e-08
2.349999999999981,1000.0,7.636826e-11,4.103136e-08
2.299999999999981,1000.0,7.6628e-11,3.475389e-08
2.2499999999999813,1000.0,7.678597e-11,2.931992e-08
2.1999999999999815,1000.0,7.708464e-11,2.46001e-08
2.1499999999999817,1000.0,7.730387e-11,2.112047e-08
2.099999999999982,1000.0,7.75145e-11,1.769233e-08
2.049999999999982,1000.0,7.781261e-11,1.489589e-08
1.9999999999999822,1000.0,7.806295e-11,1.316359e-08
1.9499999999999824,1000.0,7.829861e-11,1.11781e-08
1.8999999999999826,1000.0,7.862909e-11,1.017832e-08
1.8499999999999828,1000.0,7.886773e-11,9.000555e-09
1.799999999999983,1000.0,7.926545e-11,8.485781e-09
1.7499999999999831,1000.0,7.95206e-11,7.37031e-09
1.6999999999999833,1000.0,7.984865e-11,6.944329e-09
1.6499999999999835,1000.0,8.023013e-11,6.671181e-09
1.5999999999999837,1000.0,8.052829e-11,5.966576e-09
1.5499999999999838,1000.0,8.090642e-11,6.334697e-09
1.499999999999984,1000.0,8.129865e-11,5.812087e-09
1.4499999999999842,1000.0,8.15664e-11,5.451843e-09
1.3999999999999844,1000.0,8.20131e-11,5.971965e-09
1.3499999999999845,1000.0,8.245531e-11,5.69929e-09
1.2999999999999847,1000.0,8.282721e-11,5.910239e-09
1.249999999999985,1000.0,8.327121e-11,5.899083e-09
1.199999999999985,1000.0,8.377012e-11,6.052917e-09
1.1499999999999853,1000.0,8.428871e-11,6.270056e-09
1.0999999999999854,1000.0,8.478479e-11,6.350149e-09
1.0499999999999856,1000.0,8.530674e-11,6.167916e-09
0.9999999999999858,1000.0,8.583906e-11,6.666234e-09
0.949999999999986,1000.0,8.640538e-11,6.920661e-09
0.8999999999999861,1000.0,8.701139e-11,6.902645e-09
0.8499999999999863,1000.0,8.763955e-11,7.305563e-09
0.7999999999999865,1000.0,8.829176e-11,7.203277e-09
0.7499999999999867,1000.0,8.903218e-11,8.052847e-09
0.6999999999999869,1000.0,8.96926e-11,7.962379e-09
0.649999999999987,1000.0,9.04641e-11,8.516645e-09
0.5999999999999872,1000.0,9.12956e-11,8.755665e-09
0.5499999999999874,1000.0,9.222244e-11,9.08999e-09
0.49999999999998757,1000.0,9.314165e-11,9.518165e-09
0.44999999999998774,1000.0,9.42066e-11,9.964217e-09
0.3999999999999879,1000.0,9.529941e-11,1.057172e-08
0.3499999999999881,1000.0,9.651095e-11,1.101129e-08
0.2999999999999883,1000.0,9.794799e-11,1.149171e-08
0.24999999999998845,1000.0,9.954128e-11,1.215479e-08
0.19999999999998863,1000.0,1.011885e-10,1.28492e-08
0.1499999999999888,1000.0,1.032385e-10,1.394872e-08
0.09999999999998899,1000.0,1.055851e-10,1.468439e-08
0.049999999999989164,1000.0,1.084095e-10,1.603334e-08
-1.0658141036401503e-14,1000.0,1.119534e-10,1.718151e-08
-0.05000000000001048,1000.0,1.159074e-10,1.919789e-08
-0.1000000000000103,1000.0,1.202852e-10,2.025437e-08
-0.15000000000001013,1000.0,1.24786e-10,2.116211e-08
-0.20000000000000995,1000.0,1.28699e-10,2.190571e-08
-0.25000000000000977,1000.0,1.320756e-10,2.224881e-08
-0.3000000000000096,1000.0,1.346923e-10,2.201113e-08
-0.3500000000000094,1000.0,1.366209e-10,2.197733e-08
-0.40000000000000924,1000.0,1.380219e-10,2.107494e-08
-0.45000000000000906,1000.0,1.39094e-10,2.083212e-08
-0.5000000000000089,1000.0,1.399643e-10,2.016877e-08
-0.5500000000000087,1000.0,1.406741e-10,2.068407e-08
-0.6000000000000085,1000.0,1.415802e-10,2.036801e-08
-0.6500000000000083,1000.0,1.424309e-10,2.096537e-08
-0.7000000000000082,1000.0,1.431785e-10,2.134915e-08
-0.750000000000008,1000.0,1.440639e-10,2.097496e-08
-0.8000000000000078,1000.0,1.448209e-10,2.178007e-08
-0.8500000000000076,1000.0,1.456245e-10,2.246581e-08
-0.9000000000000075,1000.0,1.463578e-10,2.32422e-08
-0.9500000000000073,1000.0,1.469441e-10,2.398637e-08
-1.000000000000007,1000.0,1.473988e-10,2.456653e-08
-1.050000000000007,1000.0,1.477849e-10,2.497825e-08
-1.1000000000000068,1000.0,1.481088e-10,2.574089e-08
-1.1500000000000066,1000.0,1.482676e-10,2.623379e-08
-1.2000000000000064,1000.0,1.48341e-10,2.699998e-08
-1.2500000000000062,1000.0,1.483677e-10,2.716737e-08
-1.300000000000006,1000.0,1.481803e-10,2.753481e-08
-1.3500000000000059,1000.0,1.477041e-10,2.750249e-08
-1.4000000000000057,1000.0,1.468543e-10,2.794185e-08
-1.4500000000000055,1000.0,1.456058e-10,2.712105e-08
-1.5000000000000053,1000.0,1.438964e-10,2.694875e-08
-1.5500000000000052,1000.0,1.418203e-10,2.590297e-08
-1.600000000000005,1000.0,1.393345e-10,2.514829e-08
-1.6500000000000048,1000.0,1.369131e-10,2.452201e-08
-1.7000000000000046,1000.0,1.347094e-10,2.376644e-08
-1.7500000000000044,1000.0,1.32817e-10,2.336976e-08
-1.8000000000000043,1000.0,1.312469e-10,2.34119e-08
-1.850000000000004,1000.0,1.297373e-10,2.369227e-08
-1.900000000000004,1000.0,1.286154e-10,2.384764e-08
-1.9500000000000037,1000.0,1.276961e-10,2.534231e-08
-2.0000000000000036,1000.0,1.267939e-10,2.677835e-08
-2.0500000000000034,1000.0,1.260439e-10,2.861781e-08
-2.100000000000003,1000.0,1.253163e-10,3.128921e-08
-2.150000000000003,1000.0,1.247523e-10,3.398403e-08
-2.200000000000003,1000.0,1.241641e-10,3.70903e-08
-2.2500000000000027,1000.0,1.235314e-10,4.17029e-08
-2.3000000000000025,1000.0,1.230629e-10,4.631535e-08
-2.3500000000000023,1000.0,1.225445e-10,5.143694e-08
-2.400000000000002,1000.0,1.221464e-10,5.821241e-08
-2.450000000000002,1000.0,1.216757e-10,6.560711e-08
-2.5000000000000018,1000.0,1.212086e-10,7.426744e-08
-2.5500000000000016,1000.0,1.208195e-10,8.461154e-08
-2.6000000000000014,1000.0,1.204625e-10,9.54066e-08
-2.6500000000000012,1000.0,1.200449e-10,1.087324e-07
-2.700000000000001,1000.0,1.197182e-10,1.244687e-07
-2.750000000000001,1000.0,1.193075e-10,1.42883e-07
-2.8000000000000007,1000.0,1.189838e-10,1.647297e-07
-2.8500000000000005,1000.0,1.186322e-10,1.923263e-07
-2.9000000000000004,1000.0,1.183702e-10,2.247075e-07
-2.95,1000.0,1.180623e-10,2.671901e-07
-3.0,1000.0,1.178176e-10,3.232576e-07
