V (V), Freq (Hz), C (F), G (S)
1.199999999999985,1000.0,1.270976e-10,1.144832e-08
1.249999999999985,1000.0,1.249288e-10,1.094483e-08
1.2999999999999847,1000.0,1.22743e-10,1.061393e-08
1.3499999999999845,1000.0,1.204323e-10,1.058399e-08
1.3999999999999844,1000.0,1.179647e-10,1.086092e-08
1.4499999999999842,1000.0,1.155393e-10,1.060187e-08
1.499999999999984,1000.0,1.130713e-10,1.012763e-08
1.5499999999999838,1000.0,1.105809e-10,1.015302e-08
1.5999999999999837,1000.0,1.081665e-10,9.86024e-09
1.6499999999999835,1000.0,1.056593e-10,1.019361e-08
1.6999999999999833,1000.0,1.033412e-10,1.012218e-08
1.7499999999999831,1000.0,1.010986e-10,1.074264e-08
1.799999999999983,1000.0,9.888039e-11,1.071888e-08
1.8499999999999828,1000.0,9.680224e-11,1.125857e-08
1.8999999999999826,1000.0,8.542011e-11,1.65542e-08
1.9499999999999824,1000.0,8.467409e-11,1.651106e-08
1.9999999999999822,1000.0,8.41104e-11,1.783874e-08
2.049999999999982,1000.0,8.353997e-11,1.966645e-08
2.099999999999982,1000.0,8.303424e-11,2.200635e-08
2.1499999999999817,1000.0,8.252695e-11,2.474859e-08
2.1999999999999815,1000.0,8.202329e-11,2.80034e-08
2.2499999999999813,1000.0,8.156242e-11,3.183304e-08
2.299999999999981,1000.0,8.112587e-11,3.727732e-08
2.349999999999981,1000.0,8.057983e-11,4.2627e-08
2.399999999999981,1000.0,8.005637e-11,4.966934e-08
2.4499999999999806,1000.0,7.956257e-11,5.829105e-08
2.4999999999999805,1000.0,7.908145e-11,6.752416e-08
2.5499999999999803,1000.0,7.852124e-11,7.85166e-08
2.59999999999998,1000.0,7.797573e-11,9.109342e-08
2.64999999999998,1000.0,7.743076e-11,1.058154e-07
2.6999999999999797,1000.0,7.700708e-11,1.224031e-07
2.7499999999999796,1000.0,7.651815e-11,1.409283e-07
2.7999999999999794,1000.0,7.606352e-11,1.633629e-07
2.849999999999979,1000.0,7.57164e-11,1.858156e-07
2.899999999999979,1000.0,7.528735e-11,2.123438e-07
2.949999999999979,1000.0,7.49222e-11,2.421633e-07
2.9999999999999787,1000.0,7.469841e-11,2.768696e-07
2.949999999999979,1000.0,7.455441e-11,2.217463e-07
2.899999999999979,1000.0,7.452495e-11,1.80262e-07
2.849999999999979,1000.0,7.466156e-11,1.487825e-07
2.7999999999999794,1000.0,7.473406e-11,1.226701e-07
2.7499999999999796,1000.0,7.483078e-11,1.014937e-07
2.6999999999999797,1000.0,7.483066e-11,8.366036e-08
2.64999999999998,1000.0,7.506519e-11,6.954247e-08
2.59999999999998,1000.0,7.519051e-11,5.794941e-08
2.5499999999999803,1000.0,7.53799e-11,4.832543e-08
2.4999999999999805,1000.0,7.558783e-11,4.107869e-08
2.4499999999999806,1000.0,7.568734e-11,3.459364e-08
2.399999999999981,1000.0,7.587056e-11,2.879332e-08
2.349999999999981,1000.0,7.611532e-11,2.447673e-08
2.299999999999981,1000.0,7.630071e-11,2.057498e-08
2.2499999999999813,1000.0,7.650037e-11,1.732922e-08
2.1999999999999815,1000.0,7.68147e-11,1.504246e-08
2.1499999999999817,1000.0,7.69521e-11,1.311725e-08
2.099999999999982,1000.0,7.71797e-11,1.150638e-08
2.049999999999982,1000.0,7.743025e-11,1.009238e-08
1.9999999999999822,1000.0,7.771285e-11,8.920986e-09
1.9499999999999824,1000.0,7.798934e-11,7.536999e-09
1.8999999999999826,1000.0,7.822688e-11,7.138304e-09
1.8499999999999828,1000.0,7.853551e-11,6.626056e-09
1.799999999999983,1000.0,7.882104e-11,6.542621e-09
1.7499999999999831,1000.0,7.912557e-11,5.801672e-09
1.6999999999999833,1000.0,7.944297e-11,5.625805e-09
1.6499999999999835,1000.0,7.971847e-11,5.53963e-09
1.5999999999999837,1000.0,8.005835e-11,5.120827e-09
1.5499999999999838,1000.0,8.0442e-11,5.1929e-09
1.499999999999984,1000.0,8.075696e-11,5.467571e-09
1.4499999999999842,1000.0,8.116562e-11,4.854254e-09
1.3999999999999844,1000.0,8.156366e-11,5.142678e-09
1.3499999999999845,1000.0,8.202053e-11,5.32999e-09
1.2999999999999847,1000.0,8.243133e-11,5.067782e-09
1.249999999999985,1000.0,8.281195e-11,5.349101e-09
1.199999999999985,1000.0,8.32627e-11,5.615131e-09
1.1499999999999853,1000.0,8.376608e-11,5.519289e-09
1.0999999999999854,1000.0,8.425752e-11,5.922657e-09
1.0499999999999856,1000.0,8.484679e-11,5.936467e-09
0.9999999999999858,1000.0,8.538395e-11,6.5565e-09
0.949999999999986,1000.0,8.599282e-11,6.645563e-09
0.8999999999999861,1000.0,8.654411e-11,6.814402e-09
0.8499999999999863,1000.0,8.730152e-11,6.688597e-09
0.7999999999999865,1000.0,8.801338e-11,7.305997e-09
0.7499999999999867,1000.0,8.873829e-11,7.435965e-09
0.6999999999999869,1000.0,8.959857e-11,7.691076e-09
0.649999999999987,1000.0,9.051915e-11,8.107697e-09
0.5999999999999872,1000.0,9.146986e-11,8.57922e-09
0.5499999999999874,1000.0,9.24676e-11,9.358968e-09
0.49999999999998757,1000.0,9.375569e-11,1.016298e-08
0.44999999999998774,1000.0,9.508773e-11,1.033332e-08
0.3999999999999879,1000.0,9.655438e-11,1.119112e-08
0.3499999999999881,1000.0,9.826415e-11,1.241524e-08
0.2999999999999883,1000.0,1.003046e-10,1.305779e-08
0.24999999999998845,1000.0,1.025685e-10,1.483183e-08
0.19999999999998863,1000.0,1.052452e-10,1.555744e-08
0.1499999999999888,1000.0,1.084519e-10,1.740101e-08
0.09999999999998899,1000.0,1.122137e-10,1.889756e-08
0.049999999999989164,1000.0,1.165569e-10,2.063131e-08
-1.0658141036401503e-14,1000.0,1.216258e-10,2.261844e-08
-0.05000000000001048,1000.0,1.262666e-10,2.392477e-08
-0.1000000000000103,1000.0,1.302622e-10,2.412091e-08
-0.15000000000001013,1000.0,1.333716e-10,2.441703e-08
-0.20000000000000995,1000.0,1.355947e-10,2.40265e-08
-0.25000000000000977,1000.0,1.372269e-10,2.254198e-08
-0.3000000000000096,1000.0,1.383366e-10,2.183957e-08
-0.3500000000000094,1000.0,1.39188e-10,2.123803e-08
-0.40000000000000924,1000.0,1.400602e-10,2.103967e-08
-0.45000000000000906,1000.0,1.408741e-10,2.044217e-08
-0.5000000000000089,1000.0,1.416149e-10,1.971964e-08
-0.5500000000000087,1000.0,1.423919e-10,2.090283e-08
-0.6000000000000085,1000.0,1.432701e-10,2.054768e-08
-0.6500000000000083,1000.0,1.440693e-10,2.0346e-08
-0.7000000000000082,1000.0,1.447814e-10,2.062445e-08
-0.750000000000008,1000.0,1.455119e-10,2.16601e-08
-0.8000000000000078,1000.0,1.461613e-10,2.18851e-08
-0.8500000000000076,1000.0,1.466743e-10,2.272245e-08
-0.9000000000000075,1000.0,1.473026e-10,2.248567e-08
-0.9500000000000073,1000.0,1.477273e-10,2.334122e-08
-1.000000000000007,1000.0,1.481246e-10,2.386275e-08
-1.050000000000007,1000.0,1.485031e-10,2.513076e-08
-1.1000000000000068,1000.0,1.48813e-10,2.567602e-08
-1.1500000000000066,1000.0,1.490374e-10,2.637744e-08
-1.2000000000000064,1000.0,1.492585e-10,2.670961e-08
-1.2500000000000062,1000.0,1.492999e-10,2.7381e-08
-1.300000000000006,1000.0,1.491428e-10,2.802448e-08
